ordinal,card_id,recipe_id,material_a_id,material_a_name_ko,material_b_id,material_b_name_ko,branch,actor_id,actor_modifier_form,receptor_id,receptor_noun_form,rule_type,rule_key,law_pair,rule_text_ko,generated_name_ko,result_class,flag_count,flags
330,forge__join_02__tool_09,join_02|tool_09,join_02,붙은 손,tool_09,갱도 지도,CATALYST,tool_09,그려진,join_02,손,RESULT_CLASS,CATALYZED_JOIN,,,그려진 손,CATALYZED_JOIN,0,
331,forge__join_02__tool_10,join_02|tool_10,join_02,붙은 손,tool_10,손수레,CATALYST,tool_10,실려온,join_02,손,RESULT_CLASS,CATALYZED_JOIN,,,실려온 손,CATALYZED_JOIN,0,
332,forge__join_02__wash_01,join_02|wash_01,join_02,붙은 손,wash_01,맑은 눈물,LAW,wash_01,맑은,join_02,손,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,맑은 손,CLARIFIED,0,
333,forge__join_02__wash_02,join_02|wash_02,join_02,붙은 손,wash_02,닳은 돌,LAW,wash_02,닳은,join_02,손,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,닳은 손,CLARIFIED,0,
334,forge__join_02__wash_03,join_02|wash_03,join_02,붙은 손,wash_03,빈 껍질,LAW,wash_03,빈,join_02,손,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,빈 손,CLARIFIED,0,
335,forge__join_02__wash_04,join_02|wash_04,join_02,붙은 손,wash_04,지워진 자국,LAW,wash_04,지워진,join_02,손,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,지워진 손,CLARIFIED,0,
336,forge__join_02__wash_05,join_02|wash_05,join_02,붙은 손,wash_05,가라앉은 앙금,LAW,wash_05,가라앉은,join_02,손,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,가라앉은 손,CLARIFIED,0,
337,forge__join_03__join_04,join_03|join_04,join_03,자란 매듭,join_04,이어진 그림자,LAW,join_03,자란,join_04,그림자,LAW,JOIN|JOIN,JOIN|JOIN,결속이 겹치면 다음 빚기가 두 번 이어진다.,자란 그림자,KNOT,0,
338,forge__join_03__join_05,join_03|join_05,join_03,자란 매듭,join_05,겹친 소리,LAW,join_03,자란,join_05,소리,LAW,JOIN|JOIN,JOIN|JOIN,결속이 겹치면 다음 빚기가 두 번 이어진다.,자란 소리,KNOT,0,
339,forge__join_03__odd_01,join_03|odd_01,join_03,자란 매듭,odd_01,걸어다니는 주전자,LAW,join_03,자란,odd_01,주전자,LAW,JOIN|JOIN,JOIN|JOIN,결속이 겹치면 다음 빚기가 두 번 이어진다.,자란 주전자,KNOT,0,
340,forge__join_03__odd_02,join_03|odd_02,join_03,자란 매듭,odd_02,두 번 접힌 사다리,LAW,odd_02,두 번 접힌,join_03,매듭,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,두 번 접힌 매듭,HARDENED,0,
341,forge__join_03__odd_03,join_03|odd_03,join_03,자란 매듭,odd_03,스스로 켜지는 초,LAW,odd_03,스스로 켜지는,join_03,매듭,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,스스로 켜지는 매듭,KINDLED,0,
342,forge__join_03__odd_04,join_03|odd_04,join_03,자란 매듭,odd_04,뒤집힌 장갑,LAW,odd_04,뒤집힌,join_03,매듭,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,뒤집힌 매듭,CLARIFIED,0,
343,forge__join_03__odd_05,join_03|odd_05,join_03,자란 매듭,odd_05,노래하는 못,LAW,join_03,자란,odd_05,못,LAW,JOIN|JOIN,JOIN|JOIN,결속이 겹치면 다음 빚기가 두 번 이어진다.,자란 못,KNOT,0,
344,forge__join_03__odd_06,join_03|odd_06,join_03,자란 매듭,odd_06,자기를 재는 자,LAW,odd_06,자기를 재는,join_03,매듭,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,자기를 재는 매듭,FESTERED,0,
345,forge__join_03__ore_burn,join_03|ore_burn,join_03,자란 매듭,ore_burn,타는 조각,LAW,ore_burn,타는,join_03,매듭,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,타는 매듭,KINDLED,0,
346,forge__join_03__ore_join,join_03|ore_join,join_03,자란 매듭,ore_join,엉긴 조각,LAW,join_03,자란,ore_join,뭉치,LAW,JOIN|JOIN,JOIN|JOIN,결속이 겹치면 다음 빚기가 두 번 이어진다.,자란 뭉치,KNOT,0,
347,forge__join_03__ore_rot,join_03|ore_rot,join_03,자란 매듭,ore_rot,삭은 조각,LAW,ore_rot,삭은,join_03,매듭,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,삭은 매듭,FESTERED,0,
348,forge__join_03__ore_scatter,join_03|ore_scatter,join_03,자란 매듭,ore_scatter,흩어지는 조각,LAW,ore_scatter,흩어지는,join_03,매듭,LAW,SCATTER|JOIN,SCATTER|JOIN,이어붙이면 더 빨라진다.,흩어지는 매듭,QUICKENED,0,
349,forge__join_03__ore_still,join_03|ore_still,join_03,자란 매듭,ore_still,굳은 조각,LAW,ore_still,굳은,join_03,매듭,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,굳은 매듭,HARDENED,0,
350,forge__join_03__ore_wash,join_03|ore_wash,join_03,자란 매듭,ore_wash,씻긴 조각,LAW,ore_wash,씻긴,join_03,매듭,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,씻긴 매듭,CLARIFIED,0,
351,forge__join_03__rot_01,join_03|rot_01,join_03,자란 매듭,rot_01,딱지,LAW,rot_01,앉은,join_03,매듭,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,앉은 매듭,FESTERED,0,
352,forge__join_03__rot_02,join_03|rot_02,join_03,자란 매듭,rot_02,무른 뿌리,LAW,rot_02,무른,join_03,매듭,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,무른 매듭,FESTERED,0,
353,forge__join_03__rot_03,join_03|rot_03,join_03,자란 매듭,rot_03,곰팡이 꽃,LAW,rot_03,핀,join_03,매듭,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,핀 매듭,FESTERED,0,
354,forge__join_03__rot_04,join_03|rot_04,join_03,자란 매듭,rot_04,번지는 얼룩,LAW,rot_04,번지는,join_03,매듭,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,번지는 매듭,FESTERED,0,
355,forge__join_03__rot_05,join_03|rot_05,join_03,자란 매듭,rot_05,내려앉은 냄새,LAW,rot_05,내려앉은,join_03,매듭,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,내려앉은 매듭,FESTERED,0,
356,forge__join_03__scat_01,join_03|scat_01,join_03,자란 매듭,scat_01,가벼운 뼈,LAW,scat_01,가벼운,join_03,매듭,LAW,SCATTER|JOIN,SCATTER|JOIN,이어붙이면 더 빨라진다.,가벼운 매듭,QUICKENED,0,
357,forge__join_03__scat_02,join_03|scat_02,join_03,자란 매듭,scat_02,흩날리는 씨,LAW,scat_02,흩날리는,join_03,매듭,LAW,SCATTER|JOIN,SCATTER|JOIN,이어붙이면 더 빨라진다.,흩날리는 매듭,QUICKENED,0,
358,forge__join_03__scat_03,join_03|scat_03,join_03,자란 매듭,scat_03,벗겨진 껍데기,LAW,scat_03,벗겨진,join_03,매듭,LAW,SCATTER|JOIN,SCATTER|JOIN,이어붙이면 더 빨라진다.,벗겨진 매듭,QUICKENED,0,
359,forge__join_03__scat_04,join_03|scat_04,join_03,자란 매듭,scat_04,뜬 먼지,LAW,scat_04,뜬,join_03,매듭,LAW,SCATTER|JOIN,SCATTER|JOIN,이어붙이면 더 빨라진다.,뜬 매듭,QUICKENED,0,
360,forge__join_03__scat_05,join_03|scat_05,join_03,자란 매듭,scat_05,마른 바람,LAW,scat_05,마른,join_03,매듭,LAW,SCATTER|JOIN,SCATTER|JOIN,이어붙이면 더 빨라진다.,마른 매듭,QUICKENED,0,
361,forge__join_03__still_01,join_03|still_01,join_03,자란 매듭,still_01,서리꽃,LAW,still_01,서리 낀,join_03,매듭,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,서리 낀 매듭,HARDENED,0,
362,forge__join_03__still_02,join_03|still_02,join_03,자란 매듭,still_02,멈춘 물방울,LAW,still_02,멈춘,join_03,매듭,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,멈춘 매듭,HARDENED,0,
363,forge__join_03__still_03,join_03|still_03,join_03,자란 매듭,still_03,잠긴 발자국,LAW,still_03,잠긴,join_03,매듭,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,잠긴 매듭,HARDENED,0,
364,forge__join_03__still_04,join_03|still_04,join_03,자란 매듭,still_04,굳은 숨,LAW,still_04,숨 멎은,join_03,매듭,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,숨 멎은 매듭,HARDENED,0,
365,forge__join_03__still_05,join_03|still_05,join_03,자란 매듭,still_05,그친 종소리,LAW,still_05,그친,join_03,매듭,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,그친 매듭,HARDENED,0,
366,forge__join_03__tool_01,join_03|tool_01,join_03,자란 매듭,tool_01,도가니,CATALYST,tool_01,달궈진,join_03,매듭,RESULT_CLASS,CATALYZED_JOIN,,,달궈진 매듭,CATALYZED_JOIN,0,
367,forge__join_03__tool_02,join_03|tool_02,join_03,자란 매듭,tool_02,집게,CATALYST,tool_02,집어올린,join_03,매듭,RESULT_CLASS,CATALYZED_JOIN,,,집어올린 매듭,CATALYZED_JOIN,0,
368,forge__join_03__tool_03,join_03|tool_03,join_03,자란 매듭,tool_03,체,CATALYST,tool_03,걸러진,join_03,매듭,RESULT_CLASS,CATALYZED_JOIN,,,걸러진 매듭,CATALYZED_JOIN,0,
369,forge__join_03__tool_04,join_03|tool_04,join_03,자란 매듭,tool_04,등불,CATALYST,tool_04,밝혀진,join_03,매듭,RESULT_CLASS,CATALYZED_JOIN,,,밝혀진 매듭,CATALYZED_JOIN,0,
370,forge__join_03__tool_05,join_03|tool_05,join_03,자란 매듭,tool_05,계측기,CATALYST,tool_05,재어진,join_03,매듭,RESULT_CLASS,CATALYZED_JOIN,,,재어진 매듭,CATALYZED_JOIN,0,
371,forge__join_03__tool_06,join_03|tool_06,join_03,자란 매듭,tool_06,풀무,CATALYST,tool_06,불어넣은,join_03,매듭,RESULT_CLASS,CATALYZED_JOIN,,,불어넣은 매듭,CATALYZED_JOIN,0,
372,forge__join_03__tool_07,join_03|tool_07,join_03,자란 매듭,tool_07,저울,CATALYST,tool_07,달아본,join_03,매듭,RESULT_CLASS,CATALYZED_JOIN,,,달아본 매듭,CATALYZED_JOIN,0,
373,forge__join_03__tool_08,join_03|tool_08,join_03,자란 매듭,tool_08,표본 상자,CATALYST,tool_08,갈무리한,join_03,매듭,RESULT_CLASS,CATALYZED_JOIN,,,갈무리한 매듭,CATALYZED_JOIN,0,
374,forge__join_03__tool_09,join_03|tool_09,join_03,자란 매듭,tool_09,갱도 지도,CATALYST,tool_09,그려진,join_03,매듭,RESULT_CLASS,CATALYZED_JOIN,,,그려진 매듭,CATALYZED_JOIN,0,
375,forge__join_03__tool_10,join_03|tool_10,join_03,자란 매듭,tool_10,손수레,CATALYST,tool_10,실려온,join_03,매듭,RESULT_CLASS,CATALYZED_JOIN,,,실려온 매듭,CATALYZED_JOIN,0,
376,forge__join_03__wash_01,join_03|wash_01,join_03,자란 매듭,wash_01,맑은 눈물,LAW,wash_01,맑은,join_03,매듭,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,맑은 매듭,CLARIFIED,0,
377,forge__join_03__wash_02,join_03|wash_02,join_03,자란 매듭,wash_02,닳은 돌,LAW,wash_02,닳은,join_03,매듭,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,닳은 매듭,CLARIFIED,0,
378,forge__join_03__wash_03,join_03|wash_03,join_03,자란 매듭,wash_03,빈 껍질,LAW,wash_03,빈,join_03,매듭,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,빈 매듭,CLARIFIED,0,
379,forge__join_03__wash_04,join_03|wash_04,join_03,자란 매듭,wash_04,지워진 자국,LAW,wash_04,지워진,join_03,매듭,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,지워진 매듭,CLARIFIED,0,
380,forge__join_03__wash_05,join_03|wash_05,join_03,자란 매듭,wash_05,가라앉은 앙금,LAW,wash_05,가라앉은,join_03,매듭,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,가라앉은 매듭,CLARIFIED,0,
381,forge__join_04__join_05,join_04|join_05,join_04,이어진 그림자,join_05,겹친 소리,LAW,join_04,이어진,join_05,소리,LAW,JOIN|JOIN,JOIN|JOIN,결속이 겹치면 다음 빚기가 두 번 이어진다.,이어진 소리,KNOT,0,
382,forge__join_04__odd_01,join_04|odd_01,join_04,이어진 그림자,odd_01,걸어다니는 주전자,LAW,join_04,이어진,odd_01,주전자,LAW,JOIN|JOIN,JOIN|JOIN,결속이 겹치면 다음 빚기가 두 번 이어진다.,이어진 주전자,KNOT,0,
383,forge__join_04__odd_02,join_04|odd_02,join_04,이어진 그림자,odd_02,두 번 접힌 사다리,LAW,odd_02,두 번 접힌,join_04,그림자,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,두 번 접힌 그림자,HARDENED,0,
384,forge__join_04__odd_03,join_04|odd_03,join_04,이어진 그림자,odd_03,스스로 켜지는 초,LAW,odd_03,스스로 켜지는,join_04,그림자,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,스스로 켜지는 그림자,KINDLED,0,
385,forge__join_04__odd_04,join_04|odd_04,join_04,이어진 그림자,odd_04,뒤집힌 장갑,LAW,odd_04,뒤집힌,join_04,그림자,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,뒤집힌 그림자,CLARIFIED,0,
386,forge__join_04__odd_05,join_04|odd_05,join_04,이어진 그림자,odd_05,노래하는 못,LAW,join_04,이어진,odd_05,못,LAW,JOIN|JOIN,JOIN|JOIN,결속이 겹치면 다음 빚기가 두 번 이어진다.,이어진 못,KNOT,0,
387,forge__join_04__odd_06,join_04|odd_06,join_04,이어진 그림자,odd_06,자기를 재는 자,LAW,odd_06,자기를 재는,join_04,그림자,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,자기를 재는 그림자,FESTERED,0,
388,forge__join_04__ore_burn,join_04|ore_burn,join_04,이어진 그림자,ore_burn,타는 조각,LAW,ore_burn,타는,join_04,그림자,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,타는 그림자,KINDLED,0,
389,forge__join_04__ore_join,join_04|ore_join,join_04,이어진 그림자,ore_join,엉긴 조각,LAW,join_04,이어진,ore_join,뭉치,LAW,JOIN|JOIN,JOIN|JOIN,결속이 겹치면 다음 빚기가 두 번 이어진다.,이어진 뭉치,KNOT,0,
390,forge__join_04__ore_rot,join_04|ore_rot,join_04,이어진 그림자,ore_rot,삭은 조각,LAW,ore_rot,삭은,join_04,그림자,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,삭은 그림자,FESTERED,0,
391,forge__join_04__ore_scatter,join_04|ore_scatter,join_04,이어진 그림자,ore_scatter,흩어지는 조각,LAW,ore_scatter,흩어지는,join_04,그림자,LAW,SCATTER|JOIN,SCATTER|JOIN,이어붙이면 더 빨라진다.,흩어지는 그림자,QUICKENED,0,
392,forge__join_04__ore_still,join_04|ore_still,join_04,이어진 그림자,ore_still,굳은 조각,LAW,ore_still,굳은,join_04,그림자,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,굳은 그림자,HARDENED,0,
393,forge__join_04__ore_wash,join_04|ore_wash,join_04,이어진 그림자,ore_wash,씻긴 조각,LAW,ore_wash,씻긴,join_04,그림자,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,씻긴 그림자,CLARIFIED,0,
394,forge__join_04__rot_01,join_04|rot_01,join_04,이어진 그림자,rot_01,딱지,LAW,rot_01,앉은,join_04,그림자,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,앉은 그림자,FESTERED,0,
395,forge__join_04__rot_02,join_04|rot_02,join_04,이어진 그림자,rot_02,무른 뿌리,LAW,rot_02,무른,join_04,그림자,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,무른 그림자,FESTERED,0,
396,forge__join_04__rot_03,join_04|rot_03,join_04,이어진 그림자,rot_03,곰팡이 꽃,LAW,rot_03,핀,join_04,그림자,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,핀 그림자,FESTERED,0,
397,forge__join_04__rot_04,join_04|rot_04,join_04,이어진 그림자,rot_04,번지는 얼룩,LAW,rot_04,번지는,join_04,그림자,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,번지는 그림자,FESTERED,0,
398,forge__join_04__rot_05,join_04|rot_05,join_04,이어진 그림자,rot_05,내려앉은 냄새,LAW,rot_05,내려앉은,join_04,그림자,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,내려앉은 그림자,FESTERED,0,
399,forge__join_04__scat_01,join_04|scat_01,join_04,이어진 그림자,scat_01,가벼운 뼈,LAW,scat_01,가벼운,join_04,그림자,LAW,SCATTER|JOIN,SCATTER|JOIN,이어붙이면 더 빨라진다.,가벼운 그림자,QUICKENED,0,
400,forge__join_04__scat_02,join_04|scat_02,join_04,이어진 그림자,scat_02,흩날리는 씨,LAW,scat_02,흩날리는,join_04,그림자,LAW,SCATTER|JOIN,SCATTER|JOIN,이어붙이면 더 빨라진다.,흩날리는 그림자,QUICKENED,0,
401,forge__join_04__scat_03,join_04|scat_03,join_04,이어진 그림자,scat_03,벗겨진 껍데기,LAW,scat_03,벗겨진,join_04,그림자,LAW,SCATTER|JOIN,SCATTER|JOIN,이어붙이면 더 빨라진다.,벗겨진 그림자,QUICKENED,0,
402,forge__join_04__scat_04,join_04|scat_04,join_04,이어진 그림자,scat_04,뜬 먼지,LAW,scat_04,뜬,join_04,그림자,LAW,SCATTER|JOIN,SCATTER|JOIN,이어붙이면 더 빨라진다.,뜬 그림자,QUICKENED,0,
403,forge__join_04__scat_05,join_04|scat_05,join_04,이어진 그림자,scat_05,마른 바람,LAW,scat_05,마른,join_04,그림자,LAW,SCATTER|JOIN,SCATTER|JOIN,이어붙이면 더 빨라진다.,마른 그림자,QUICKENED,0,
404,forge__join_04__still_01,join_04|still_01,join_04,이어진 그림자,still_01,서리꽃,LAW,still_01,서리 낀,join_04,그림자,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,서리 낀 그림자,HARDENED,0,
405,forge__join_04__still_02,join_04|still_02,join_04,이어진 그림자,still_02,멈춘 물방울,LAW,still_02,멈춘,join_04,그림자,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,멈춘 그림자,HARDENED,0,
406,forge__join_04__still_03,join_04|still_03,join_04,이어진 그림자,still_03,잠긴 발자국,LAW,still_03,잠긴,join_04,그림자,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,잠긴 그림자,HARDENED,0,
407,forge__join_04__still_04,join_04|still_04,join_04,이어진 그림자,still_04,굳은 숨,LAW,still_04,숨 멎은,join_04,그림자,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,숨 멎은 그림자,HARDENED,0,
408,forge__join_04__still_05,join_04|still_05,join_04,이어진 그림자,still_05,그친 종소리,LAW,still_05,그친,join_04,그림자,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,그친 그림자,HARDENED,0,
409,forge__join_04__tool_01,join_04|tool_01,join_04,이어진 그림자,tool_01,도가니,CATALYST,tool_01,달궈진,join_04,그림자,RESULT_CLASS,CATALYZED_JOIN,,,달궈진 그림자,CATALYZED_JOIN,0,
410,forge__join_04__tool_02,join_04|tool_02,join_04,이어진 그림자,tool_02,집게,CATALYST,tool_02,집어올린,join_04,그림자,RESULT_CLASS,CATALYZED_JOIN,,,집어올린 그림자,CATALYZED_JOIN,0,
411,forge__join_04__tool_03,join_04|tool_03,join_04,이어진 그림자,tool_03,체,CATALYST,tool_03,걸러진,join_04,그림자,RESULT_CLASS,CATALYZED_JOIN,,,걸러진 그림자,CATALYZED_JOIN,0,
412,forge__join_04__tool_04,join_04|tool_04,join_04,이어진 그림자,tool_04,등불,CATALYST,tool_04,밝혀진,join_04,그림자,RESULT_CLASS,CATALYZED_JOIN,,,밝혀진 그림자,CATALYZED_JOIN,0,
413,forge__join_04__tool_05,join_04|tool_05,join_04,이어진 그림자,tool_05,계측기,CATALYST,tool_05,재어진,join_04,그림자,RESULT_CLASS,CATALYZED_JOIN,,,재어진 그림자,CATALYZED_JOIN,0,
414,forge__join_04__tool_06,join_04|tool_06,join_04,이어진 그림자,tool_06,풀무,CATALYST,tool_06,불어넣은,join_04,그림자,RESULT_CLASS,CATALYZED_JOIN,,,불어넣은 그림자,CATALYZED_JOIN,0,
415,forge__join_04__tool_07,join_04|tool_07,join_04,이어진 그림자,tool_07,저울,CATALYST,tool_07,달아본,join_04,그림자,RESULT_CLASS,CATALYZED_JOIN,,,달아본 그림자,CATALYZED_JOIN,0,
416,forge__join_04__tool_08,join_04|tool_08,join_04,이어진 그림자,tool_08,표본 상자,CATALYST,tool_08,갈무리한,join_04,그림자,RESULT_CLASS,CATALYZED_JOIN,,,갈무리한 그림자,CATALYZED_JOIN,0,
417,forge__join_04__tool_09,join_04|tool_09,join_04,이어진 그림자,tool_09,갱도 지도,CATALYST,tool_09,그려진,join_04,그림자,RESULT_CLASS,CATALYZED_JOIN,,,그려진 그림자,CATALYZED_JOIN,0,
418,forge__join_04__tool_10,join_04|tool_10,join_04,이어진 그림자,tool_10,손수레,CATALYST,tool_10,실려온,join_04,그림자,RESULT_CLASS,CATALYZED_JOIN,,,실려온 그림자,CATALYZED_JOIN,0,
419,forge__join_04__wash_01,join_04|wash_01,join_04,이어진 그림자,wash_01,맑은 눈물,LAW,wash_01,맑은,join_04,그림자,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,맑은 그림자,CLARIFIED,0,
420,forge__join_04__wash_02,join_04|wash_02,join_04,이어진 그림자,wash_02,닳은 돌,LAW,wash_02,닳은,join_04,그림자,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,닳은 그림자,CLARIFIED,0,
421,forge__join_04__wash_03,join_04|wash_03,join_04,이어진 그림자,wash_03,빈 껍질,LAW,wash_03,빈,join_04,그림자,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,빈 그림자,CLARIFIED,0,
422,forge__join_04__wash_04,join_04|wash_04,join_04,이어진 그림자,wash_04,지워진 자국,LAW,wash_04,지워진,join_04,그림자,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,지워진 그림자,CLARIFIED,0,
423,forge__join_04__wash_05,join_04|wash_05,join_04,이어진 그림자,wash_05,가라앉은 앙금,LAW,wash_05,가라앉은,join_04,그림자,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,가라앉은 그림자,CLARIFIED,0,
424,forge__join_05__odd_01,join_05|odd_01,join_05,겹친 소리,odd_01,걸어다니는 주전자,LAW,join_05,겹친,odd_01,주전자,LAW,JOIN|JOIN,JOIN|JOIN,결속이 겹치면 다음 빚기가 두 번 이어진다.,겹친 주전자,KNOT,0,
425,forge__join_05__odd_02,join_05|odd_02,join_05,겹친 소리,odd_02,두 번 접힌 사다리,LAW,odd_02,두 번 접힌,join_05,소리,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,두 번 접힌 소리,HARDENED,0,
426,forge__join_05__odd_03,join_05|odd_03,join_05,겹친 소리,odd_03,스스로 켜지는 초,LAW,odd_03,스스로 켜지는,join_05,소리,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,스스로 켜지는 소리,KINDLED,0,
427,forge__join_05__odd_04,join_05|odd_04,join_05,겹친 소리,odd_04,뒤집힌 장갑,LAW,odd_04,뒤집힌,join_05,소리,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,뒤집힌 소리,CLARIFIED,0,
428,forge__join_05__odd_05,join_05|odd_05,join_05,겹친 소리,odd_05,노래하는 못,LAW,join_05,겹친,odd_05,못,LAW,JOIN|JOIN,JOIN|JOIN,결속이 겹치면 다음 빚기가 두 번 이어진다.,겹친 못,KNOT,0,
429,forge__join_05__odd_06,join_05|odd_06,join_05,겹친 소리,odd_06,자기를 재는 자,LAW,odd_06,자기를 재는,join_05,소리,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,자기를 재는 소리,FESTERED,0,
430,forge__join_05__ore_burn,join_05|ore_burn,join_05,겹친 소리,ore_burn,타는 조각,LAW,ore_burn,타는,join_05,소리,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,타는 소리,KINDLED,0,
431,forge__join_05__ore_join,join_05|ore_join,join_05,겹친 소리,ore_join,엉긴 조각,LAW,join_05,겹친,ore_join,뭉치,LAW,JOIN|JOIN,JOIN|JOIN,결속이 겹치면 다음 빚기가 두 번 이어진다.,겹친 뭉치,KNOT,0,
432,forge__join_05__ore_rot,join_05|ore_rot,join_05,겹친 소리,ore_rot,삭은 조각,LAW,ore_rot,삭은,join_05,소리,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,삭은 소리,FESTERED,0,
433,forge__join_05__ore_scatter,join_05|ore_scatter,join_05,겹친 소리,ore_scatter,흩어지는 조각,LAW,ore_scatter,흩어지는,join_05,소리,LAW,SCATTER|JOIN,SCATTER|JOIN,이어붙이면 더 빨라진다.,흩어지는 소리,QUICKENED,0,
434,forge__join_05__ore_still,join_05|ore_still,join_05,겹친 소리,ore_still,굳은 조각,LAW,ore_still,굳은,join_05,소리,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,굳은 소리,HARDENED,0,
435,forge__join_05__ore_wash,join_05|ore_wash,join_05,겹친 소리,ore_wash,씻긴 조각,LAW,ore_wash,씻긴,join_05,소리,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,씻긴 소리,CLARIFIED,0,
436,forge__join_05__rot_01,join_05|rot_01,join_05,겹친 소리,rot_01,딱지,LAW,rot_01,앉은,join_05,소리,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,앉은 소리,FESTERED,0,
437,forge__join_05__rot_02,join_05|rot_02,join_05,겹친 소리,rot_02,무른 뿌리,LAW,rot_02,무른,join_05,소리,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,무른 소리,FESTERED,0,
438,forge__join_05__rot_03,join_05|rot_03,join_05,겹친 소리,rot_03,곰팡이 꽃,LAW,rot_03,핀,join_05,소리,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,핀 소리,FESTERED,0,
439,forge__join_05__rot_04,join_05|rot_04,join_05,겹친 소리,rot_04,번지는 얼룩,LAW,rot_04,번지는,join_05,소리,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,번지는 소리,FESTERED,0,
440,forge__join_05__rot_05,join_05|rot_05,join_05,겹친 소리,rot_05,내려앉은 냄새,LAW,rot_05,내려앉은,join_05,소리,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,내려앉은 소리,FESTERED,0,
